uid,group,join_dt,device
1039659,A,2023-01-28,A
1039660,B,2023-01-25,A
1039661,B,2023-01-25,I
1039662,A,2023-01-29,A
1039663,A,2023-01-25,A
1039664,B,2023-02-03,A
1039665,B,2023-01-31,I
1039667,B,2023-01-25,A
1039668,A,2023-02-02,I
1039669,B,2023-01-25,I
1039670,B,2023-01-25,A
1039671,A,2023-01-26,A
1039672,B,2023-01-27,A
1039673,A,2023-01-25,A
1039674,B,2023-01-29,A
1039675,B,2023-01-29,A
1039676,B,2023-01-27,I
1039677,A,2023-01-31,A
1039678,B,2023-01-25,A
1039679,A,2023-01-30,A
1039680,A,2023-02-01,A
1039681,A,2023-01-25,A
1039682,A,2023-02-02,I
1039683,A,2023-01-25,A
1039684,B,2023-02-04,A
1039685,B,2023-01-27,A
1039686,A,2023-01-27,A
1039687,B,2023-01-25,I
1039688,B,2023-01-27,I
1039689,B,2023-01-26,I
1039690,A,2023-01-29,A
1039691,A,2023-02-06,A
1039692,B,2023-01-27,A
1039693,B,2023-01-28,I
1039694,B,2023-01-27,I
1039695,B,2023-01-26,A
1039696,A,2023-01-26,A
1039697,A,2023-01-25,I
1039698,A,2023-01-28,A
1039699,B,2023-01-29,A
1039700,A,2023-01-26,A
1039701,B,2023-02-04,A
1039702,B,2023-01-27,I
1039704,A,2023-01-26,A
1039705,B,2023-02-06,I
1039706,A,2023-01-25,I
1039707,B,2023-01-26,A
1039708,B,2023-01-25,A
1039709,A,2023-01-25,A
1039710,B,2023-01-25,A
1039711,B,2023-02-03,A
1039712,B,2023-01-25,A
1039713,A,2023-01-25,A
1039714,A,2023-02-03,A
1039715,B,2023-01-28,A
1039716,B,2023-01-25,A
1039717,A,2023-01-28,I
1039718,B,2023-01-31,A
1039719,B,2023-01-25,A
1039720,A,2023-02-05,I
1039721,B,2023-01-25,A
1039722,A,2023-01-27,A
1039723,B,2023-01-28,I
1039724,B,2023-01-25,A
1039725,A,2023-01-25,A
1039726,A,2023-01-25,A
1039727,A,2023-01-26,A
1039728,B,2023-01-29,A
1039729,B,2023-01-25,A
1039730,A,2023-01-26,A
1039731,A,2023-01-28,A
1039732,A,2023-01-25,I
1039733,B,2023-01-28,A
1039734,B,2023-01-30,A
1039735,B,2023-02-01,I
1039736,B,2023-01-26,A
1039737,A,2023-02-02,A
1039738,B,2023-01-26,A
1039739,B,2023-01-28,I
1039740,A,2023-01-29,A
1039741,B,2023-01-26,I
1039742,A,2023-01-27,A
1039743,A,2023-01-28,A
1039744,B,2023-01-25,A
1039745,A,2023-01-27,A
1039746,A,2023-01-28,I
1039747,B,2023-01-31,A
1039748,B,2023-01-27,I
1039750,A,2023-01-28,A
1039751,A,2023-01-25,A
1039752,B,2023-02-05,A
1039753,A,2023-02-06,I
1039754,B,2023-01-25,I
1039755,A,2023-01-25,A
1039756,A,2023-01-31,I
1039758,B,2023-01-28,A
1039759,A,2023-02-05,I
1039760,B,2023-01-26,I
1039761,B,2023-01-25,I
1039762,B,2023-01-28,I
1039763,B,2023-01-26,A
1039764,A,2023-01-26,I
1039765,B,2023-01-26,A
1039766,B,2023-01-30,A
1039767,B,2023-01-28,A
1039768,B,2023-01-26,A
1039769,A,2023-01-25,A
1039770,B,2023-01-27,I
1039771,B,2023-01-25,I
1039772,B,2023-01-27,A
1039773,A,2023-01-25,I
1039774,B,2023-01-25,I
1039775,B,2023-01-27,I
1039776,B,2023-01-25,I
1039777,B,2023-01-27,I
1039778,B,2023-01-26,A
1039779,B,2023-01-31,I
1039780,B,2023-01-26,A
1039781,B,2023-01-25,I
1039783,B,2023-01-27,I
1039784,A,2023-01-27,I
1039785,A,2023-01-29,A
1039786,B,2023-01-27,A
1039787,A,2023-01-27,A
1039788,B,2023-01-27,A
1039789,B,2023-01-26,A
1039790,A,2023-01-27,I
1039791,B,2023-02-04,I
1039792,A,2023-01-29,A
1039793,B,2023-02-04,I
1039795,B,2023-01-25,A
1039797,B,2023-01-26,A
1039798,A,2023-02-01,A
1039799,B,2023-01-27,A
1039800,B,2023-02-03,A
1039801,B,2023-02-01,A
1039802,B,2023-02-01,A
1039803,B,2023-01-25,I
1039804,B,2023-01-30,A
1039805,B,2023-01-25,I
1039806,A,2023-01-29,A
1039807,A,2023-01-31,A
1039808,A,2023-02-03,A
1039809,B,2023-01-27,A
1039810,B,2023-01-25,I
1039811,B,2023-01-31,I
1039812,A,2023-01-25,A
1039813,A,2023-02-03,A
1039814,A,2023-01-29,I
1039815,B,2023-01-28,A
1039816,A,2023-01-25,I
1039817,B,2023-01-31,A
1039818,A,2023-01-31,A
1039819,A,2023-02-03,A
1039820,B,2023-02-04,I
1039821,A,2023-01-31,A
1039822,A,2023-01-29,A
1039823,A,2023-01-26,I
1039824,A,2023-02-01,I
1039825,B,2023-01-26,A
1039826,A,2023-01-29,I
1039827,B,2023-01-27,I
1039828,A,2023-01-30,A
1039829,B,2023-01-26,I
1039830,B,2023-01-29,I
1039831,B,2023-01-25,I
1039832,B,2023-01-25,A
1039833,B,2023-02-02,A
1039834,B,2023-01-25,I
1039835,A,2023-01-31,A
1039836,A,2023-01-30,A
1039837,A,2023-01-27,A
1039838,B,2023-01-26,A
1039839,B,2023-01-25,A
1039840,B,2023-01-26,A
1039841,B,2023-01-26,I
1039842,A,2023-01-26,I
1039843,B,2023-02-04,I
1039844,B,2023-01-25,A
1039845,B,2023-01-26,I
1039846,A,2023-01-25,A
1039847,B,2023-02-04,I
1039848,A,2023-01-26,A
1039849,B,2023-02-04,I
1039850,B,2023-02-03,A
1039851,B,2023-02-06,A
1039852,B,2023-01-25,I
1039853,A,2023-01-25,I
1039854,B,2023-01-25,A
1039855,B,2023-02-02,A
1039856,A,2023-01-25,A
1039857,A,2023-02-06,I
1039858,B,2023-01-27,I
1039859,A,2023-01-27,A
1039860,A,2023-01-29,A
1039861,A,2023-02-03,A
1039862,A,2023-01-28,A
1039863,A,2023-01-26,A
1039864,A,2023-01-26,I
1039865,A,2023-01-25,I
1039866,B,2023-01-26,A
1039867,A,2023-01-25,A
1039868,A,2023-01-26,I
1039869,B,2023-01-25,A
1039870,B,2023-01-25,I
1039871,B,2023-01-25,I
1039872,A,2023-02-06,I
1039873,B,2023-01-30,I
1039874,B,2023-01-26,I
1039875,A,2023-01-26,A
1039876,B,2023-01-27,A
1039877,A,2023-01-25,A
1039878,A,2023-01-25,I
1039879,B,2023-01-31,A
1039880,A,2023-01-29,I
1039881,B,2023-01-28,I
1039882,A,2023-01-31,I
1039883,A,2023-01-25,I
1039884,B,2023-02-02,A
1039885,B,2023-01-27,A
1039886,A,2023-01-26,I
1039887,B,2023-01-27,A
1039888,A,2023-01-29,A
1039889,B,2023-01-25,A
1039890,B,2023-01-25,A
1039891,B,2023-01-27,A
1039892,B,2023-02-01,A
1039893,A,2023-01-27,A
1039894,B,2023-01-28,A
1039895,B,2023-01-25,A
1039896,A,2023-02-06,A
1039897,A,2023-01-26,A
1039898,B,2023-01-26,I
1039899,B,2023-01-27,A
1039900,A,2023-01-29,I
1039901,A,2023-01-26,A
1039902,B,2023-01-27,A
1039903,B,2023-01-25,A
1039904,A,2023-02-03,I
1039905,A,2023-02-01,I
1039906,A,2023-01-29,I
1039907,B,2023-01-28,A
1039908,A,2023-01-26,A
1039909,B,2023-01-27,I
1039910,A,2023-01-27,I
1039911,A,2023-01-25,I
1039912,B,2023-01-29,A
1039913,A,2023-01-25,A
1039914,B,2023-01-26,A
1039915,A,2023-02-04,I
1039916,B,2023-01-27,A
1039917,B,2023-01-25,A
1039918,A,2023-01-30,A
1039919,A,2023-01-25,I
1039920,A,2023-02-03,I
1039921,A,2023-01-29,A
1039922,A,2023-01-25,A
1039923,B,2023-01-25,A
1039924,B,2023-01-27,A
1039925,A,2023-01-28,A
1039926,A,2023-02-01,A
1039927,A,2023-02-01,A
1039928,B,2023-01-27,A
1039929,A,2023-01-29,A
1039930,A,2023-01-31,I
1039931,A,2023-01-30,A
1039932,B,2023-01-31,A
1039933,A,2023-01-26,I
1039934,A,2023-02-05,A
1039935,B,2023-02-05,A
1039936,B,2023-01-25,A
1039937,B,2023-01-26,A
1039938,B,2023-01-27,A
1039939,A,2023-01-30,I
1039940,A,2023-01-25,I
1039941,B,2023-01-28,A
1039942,B,2023-01-29,I
1039943,A,2023-02-06,A
1039944,A,2023-01-25,A
1039945,A,2023-01-28,A
1039946,B,2023-01-29,A
1039948,B,2023-01-27,A
1039949,B,2023-01-28,I
1039950,A,2023-01-27,A
1039951,A,2023-01-28,A
1039952,B,2023-01-29,A
1039953,A,2023-02-03,A
1039954,B,2023-01-25,A
1039956,B,2023-02-01,I
1039957,A,2023-01-27,I
1039958,A,2023-01-26,A
1039959,B,2023-01-28,A
1039960,B,2023-02-01,A
1039961,B,2023-01-28,A
1039962,B,2023-01-27,A
1039963,A,2023-02-01,A
1039964,A,2023-01-28,A
1039965,B,2023-01-31,I
1039966,A,2023-01-29,A
1039967,A,2023-01-29,I
1039968,B,2023-01-30,A
1039969,B,2023-01-25,A
1039970,A,2023-02-01,I
1039971,A,2023-01-28,I
1039972,A,2023-01-26,A
1039973,B,2023-01-27,A
1039974,A,2023-01-28,A
1039975,B,2023-02-06,I
1039976,B,2023-01-25,A
1039977,A,2023-01-25,I
1039978,A,2023-01-30,I
1039979,A,2023-01-27,I
1039980,A,2023-01-25,A
1039981,B,2023-02-01,I
1039982,A,2023-02-02,I
1039983,A,2023-02-05,I
1039984,B,2023-01-25,I
1039985,B,2023-02-01,I
1039986,B,2023-01-28,A
1039987,B,2023-01-25,I
1039988,A,2023-01-28,I
1039989,A,2023-01-26,A
1039990,A,2023-01-25,I
1039991,A,2023-01-30,A
1039992,B,2023-01-25,I
1039993,B,2023-01-27,A
1039995,A,2023-01-31,A
1039996,B,2023-01-25,A
1039997,A,2023-01-27,A
1039998,B,2023-01-31,A
1039999,B,2023-01-25,A
1040000,A,2023-01-26,A
1040001,A,2023-01-25,I
1040002,A,2023-01-26,A
1040003,A,2023-01-29,
1040004,B,2023-02-04,I
1040005,B,2023-02-02,I
1040006,A,2023-02-01,I
1040007,A,2023-02-01,A
1040008,B,2023-01-30,I
1040009,B,2023-01-25,A
1040010,A,2023-01-26,I
1040011,A,2023-01-31,A
1040012,B,2023-02-02,A
1040014,B,2023-02-03,A
1040015,A,2023-01-31,A
1040016,B,2023-01-31,A
1040017,A,2023-01-29,A
1040018,B,2023-01-26,A
1040019,A,2023-01-25,A
1040020,B,2023-01-27,I
1040021,A,2023-02-04,I
1040022,B,2023-01-25,I
1040023,B,2023-01-25,I
1040024,B,2023-01-25,A
1040025,B,2023-01-25,I
1040026,A,2023-01-27,A
1040027,B,2023-01-25,A
1040029,B,2023-02-06,A
1040030,B,2023-01-28,A
1040031,A,2023-01-26,A
1040032,B,2023-01-28,A
1040033,B,2023-01-28,I
1040034,B,2023-02-02,A
1040035,B,2023-01-26,A
1040036,B,2023-01-30,A
1040037,A,2023-02-01,A
1040038,A,2023-02-06,A
1040039,A,2023-01-25,A
1040040,A,2023-01-26,I
1040041,B,2023-01-27,A
1040042,B,2023-01-27,I
1040043,B,2023-01-26,A
1040044,B,2023-01-28,I
1040045,A,2023-01-29,A
1040046,A,2023-02-02,I
1040047,A,2023-01-25,I
1040048,A,2023-01-25,A
1040049,A,2023-01-27,A
1040050,B,2023-01-25,I
1040051,B,2023-02-01,I
1040052,B,2023-01-29,I
1040053,A,2023-01-25,A
1040054,B,2023-01-26,I
1040055,B,2023-01-28,A
1040056,A,2023-02-06,A
1040057,A,2023-02-01,A
1040058,B,2023-01-27,A
1040059,A,2023-01-26,A
1040060,B,2023-01-31,I
1040061,A,2023-01-25,I
1040062,A,2023-02-06,A
1040063,A,2023-01-25,A
1040064,A,2023-01-29,A
1040065,B,2023-01-25,A
1040066,B,2023-01-29,A
1040067,B,2023-01-25,I
1040068,B,2023-01-25,A
1040069,B,2023-01-26,A
1040070,B,2023-01-29,A
1040071,B,2023-01-28,A
1040073,A,2023-01-27,A
1040074,B,2023-01-27,A
1040075,A,2023-01-29,A
1040076,B,2023-01-27,A
1040077,B,2023-01-27,A
1040078,B,2023-01-31,A
1040079,A,2023-01-26,A
1040080,B,2023-01-26,A
1040081,B,2023-01-25,A
1040082,A,2023-01-26,I
1040083,A,2023-01-25,A
1040084,B,2023-01-25,I
1040085,A,2023-01-26,I
1040086,B,2023-01-26,A
1040087,B,2023-01-25,I
1040088,B,2023-01-29,I
1040089,A,2023-01-28,A
1040090,A,2023-02-01,A
1040091,A,2023-01-25,I
1040092,A,2023-01-25,A
1040093,B,2023-02-05,A
1040094,A,2023-01-26,A
1040095,A,2023-01-29,A
1040096,B,2023-01-29,I
1040097,A,2023-01-26,A
1040098,A,2023-01-28,A
1040099,A,2023-01-25,A
1040100,A,2023-01-26,I
1040101,B,2023-01-29,A
1040102,A,2023-01-25,A
1040103,B,2023-01-25,A
1040104,B,2023-01-27,A
1040105,B,2023-02-04,A
1040106,A,2023-01-29,A
1040107,A,2023-01-29,I
1040108,B,2023-01-25,A
1040109,A,2023-01-27,I
1040110,B,2023-01-29,A
1040111,A,2023-01-25,I
1040112,A,2023-01-26,I
1040113,A,2023-01-26,A
1040114,A,2023-01-29,A
1040115,B,2023-01-25,A
1040116,B,2023-01-29,A
1040117,A,2023-01-31,I
1040118,B,2023-02-05,
1040119,B,2023-01-25,I
1040120,B,2023-01-31,A
1040121,B,2023-01-29,I
1040122,A,2023-01-26,I
1040123,A,2023-01-26,A
1040124,A,2023-01-25,A
1040125,B,2023-01-25,A
1040127,A,2023-01-25,A
1040128,A,2023-01-26,I
1040129,A,2023-02-02,A
1040130,A,2023-01-26,A
1040131,B,2023-01-27,A
1040132,B,2023-01-26,A
1040133,A,2023-01-29,I
1040134,B,2023-01-25,A
1040135,B,2023-01-27,A
1040136,A,2023-01-30,A
1040137,A,2023-01-27,I
1040138,A,2023-01-26,I
1040139,B,2023-02-06,I
1040140,B,2023-01-28,A
1040142,A,2023-01-27,A
1040143,A,2023-01-25,A
1040144,B,2023-01-25,A
1040145,B,2023-01-31,I
1040146,A,2023-01-31,I
1040148,B,2023-01-30,A
1040149,B,2023-02-02,A
1040150,B,2023-01-28,A
1040151,A,2023-01-26,A
1040152,B,2023-01-28,I
1040153,B,2023-02-04,I
1040154,B,2023-01-29,I
1040155,A,2023-01-27,I
1040156,B,2023-01-25,I
1040157,B,2023-01-30,A
1040158,A,2023-01-26,A
1040159,B,2023-01-26,A
1040160,B,2023-01-28,A
1040161,B,2023-01-26,A
1040162,B,2023-01-26,I
1040164,A,2023-01-27,A
1040165,B,2023-01-27,A
1040166,B,2023-01-25,A
1040167,A,2023-01-31,I
1040168,B,2023-01-25,A
1040169,B,2023-01-30,I
1040170,B,2023-01-25,I
1040171,B,2023-01-27,A
1040172,A,2023-01-26,A
1040173,B,2023-01-26,A
1040174,A,2023-01-28,I
1040175,A,2023-01-25,A
1040176,B,2023-01-26,A
1040177,A,2023-01-28,A
1040178,B,2023-01-25,A
1040179,A,2023-01-28,A
1040180,B,2023-02-01,I
1040181,A,2023-01-29,I
1040182,A,2023-01-27,I
1040183,B,2023-01-28,I
1040184,B,2023-01-30,A
1040185,B,2023-01-25,I
1040186,B,2023-02-01,A
1040187,B,2023-01-26,I
1040188,B,2023-01-26,A
1040189,A,2023-01-27,A
1040190,B,2023-01-26,A
1040191,B,2023-01-25,A
1040192,A,2023-01-27,I
1040193,A,2023-01-30,A
1040194,A,2023-01-29,I
1040195,A,2023-01-30,I
1040196,B,2023-01-26,A
1040197,B,2023-01-30,A
1040198,A,2023-01-31,A
1040199,B,2023-01-29,A
1040200,A,2023-01-28,A
1040201,A,2023-02-04,A
1040202,A,2023-02-01,A
1040203,A,2023-01-25,A
1040204,B,2023-01-28,A
1040205,B,2023-01-30,A
1040206,A,2023-01-25,I
1040207,A,2023-01-31,A
1040209,A,2023-02-01,A
1040210,B,2023-02-05,A
1040212,A,2023-02-03,A
1040214,A,2023-01-28,A
1040215,A,2023-01-28,I
1040216,A,2023-01-26,A
1040218,B,2023-01-27,I
1040219,B,2023-01-25,I
1040220,A,2023-01-27,A
1040221,A,2023-01-30,I
1040222,B,2023-01-26,I
1040223,A,2023-02-04,A
1040224,B,2023-01-28,A
1040225,B,2023-02-06,I
1040226,A,2023-01-30,A
1040227,A,2023-02-01,A
1040228,A,2023-02-04,A
1040229,A,2023-01-30,A
1040230,B,2023-02-01,A
1040231,A,2023-01-27,A
1040232,B,2023-02-01,A
1040233,A,2023-01-26,I
1040234,B,2023-01-29,I
1040235,B,2023-01-25,A
1040236,A,2023-01-26,A
1040237,B,2023-02-03,A
1040238,B,2023-01-29,A
1040239,B,2023-02-06,A
1040240,A,2023-02-03,A
1040241,B,2023-01-26,A
1040242,A,2023-01-28,A
1040243,B,2023-01-27,A
1040244,A,2023-01-30,A
1040245,B,2023-02-05,A
1040246,A,2023-01-25,I
1040247,A,2023-01-28,A
1040248,B,2023-01-27,A
1040249,B,2023-01-30,I
1040250,B,2023-01-29,A
1040251,B,2023-01-29,I
1040252,B,2023-01-26,A
1040254,A,2023-01-29,A
1040255,B,2023-01-26,A
1040256,A,2023-01-27,I
1040257,B,2023-01-26,A
1040258,A,2023-01-26,A
1040259,A,2023-02-03,I
1040260,B,2023-02-04,A
1040261,B,2023-01-28,A
1040262,A,2023-01-26,I
1040263,A,2023-01-26,A
1040264,A,2023-01-27,A
1040265,A,2023-01-25,A
1040266,B,2023-01-31,I
1040267,A,2023-01-25,I
1040268,B,2023-01-25,A
1040269,B,2023-01-26,A
1040270,A,2023-01-25,A
1040271,B,2023-01-30,I
1040272,B,2023-01-29,A
1040273,B,2023-01-25,A
1040274,B,2023-01-26,A
1040275,B,2023-01-27,A
1040276,B,2023-01-26,A
1040277,B,2023-01-26,A
1040278,A,2023-01-27,I
1040279,A,2023-01-27,A
1040280,B,2023-01-29,A
1040281,B,2023-01-25,A
1040282,B,2023-01-25,A
1040283,B,2023-01-25,A
1040284,A,2023-01-25,
1040285,B,2023-02-02,A
1040286,A,2023-01-28,I
1040287,A,2023-01-29,A
1040288,B,2023-01-25,A
1040289,A,2023-02-03,A
1040290,A,2023-02-03,I
1040291,B,2023-01-26,A
1040292,A,2023-02-02,I
1040293,B,2023-01-26,A
1040294,B,2023-02-03,I
1040295,B,2023-01-25,A
1040296,A,2023-01-25,I
1040297,A,2023-01-25,I
1040298,B,2023-01-25,I
1040299,A,2023-01-25,A
1040300,A,2023-01-25,I
1040301,B,2023-01-25,I
1040302,B,2023-01-26,A
1040303,B,2023-01-28,A
1040304,A,2023-01-26,I
1040305,B,2023-01-26,A
1040306,A,2023-01-25,I
1040307,A,2023-01-25,A
1040308,B,2023-01-28,I
1040309,B,2023-01-26,I
1040310,A,2023-01-30,A
1040311,B,2023-02-01,I
1040312,A,2023-01-25,I
1040313,B,2023-02-04,I
1040314,B,2023-01-25,A
1040315,B,2023-02-05,A
1040316,A,2023-01-27,I
1040317,A,2023-02-03,A
1040318,A,2023-01-28,I
1040319,A,2023-01-29,A
1040320,B,2023-01-26,A
1040321,B,2023-01-25,I
1040322,A,2023-02-03,A
1040323,B,2023-01-25,A
1040324,B,2023-01-25,I
1040325,A,2023-01-30,I
1040326,A,2023-01-27,A
1040327,A,2023-01-26,A
1040328,B,2023-01-25,I
1040329,A,2023-01-26,I
1040330,B,2023-01-30,I
1040331,B,2023-02-04,I
1040332,B,2023-01-25,I
1040333,A,2023-02-04,A
1040334,A,2023-01-28,I
1040335,A,2023-01-31,I
1040336,A,2023-02-05,A
1040337,A,2023-01-27,A
1040338,B,2023-02-02,I
1040339,B,2023-02-02,A
1040340,A,2023-02-01,A
1040341,A,2023-01-26,I
1040343,B,2023-01-25,A
1040344,B,2023-01-31,A
1040345,A,2023-01-31,I
1040346,A,2023-02-02,A
1040347,B,2023-02-01,I
1040348,A,2023-01-26,A
1040349,B,2023-01-27,I
1040350,B,2023-01-26,I
1040351,B,2023-01-25,A
1040352,B,2023-02-06,A
1040353,B,2023-01-25,A
1040354,A,2023-01-29,A
1040355,A,2023-01-25,A
1040356,B,2023-01-27,I
1040357,B,2023-01-25,I
1040358,B,2023-01-28,A
1040359,B,2023-01-29,A
1040360,A,2023-01-25,A
1040361,B,2023-01-30,I
1040362,A,2023-01-26,I
1040363,A,2023-01-25,A
1040364,A,2023-01-26,A
1040365,B,2023-01-25,A
1040366,A,2023-01-29,I
1040367,B,2023-02-06,A
1040368,A,2023-01-25,A
1040369,B,2023-02-02,A
1040370,A,2023-01-30,I
1040371,B,2023-01-25,I
1040372,B,2023-01-25,A
1040373,A,2023-01-25,A
1040374,A,2023-02-03,I
1040375,A,2023-01-27,I
1040376,B,2023-01-25,A
1040377,A,2023-01-30,I
1040378,B,2023-01-25,A
1040379,A,2023-01-28,I
1040380,B,2023-02-03,I
1040381,B,2023-02-02,I
1040382,B,2023-01-27,A
1040383,B,2023-01-31,A
1040384,A,2023-01-26,I
1040385,B,2023-01-28,A
1040386,A,2023-01-25,I
1040387,B,2023-01-27,A
1040388,A,2023-01-31,A
1040389,B,2023-01-29,I
1040390,A,2023-01-30,A
1040391,B,2023-01-27,A
1040392,B,2023-01-26,I
1040393,B,2023-01-26,A
1040394,A,2023-01-31,A
1040395,B,2023-01-28,A
1040397,B,2023-01-29,I
1040398,A,2023-01-27,A
1040399,A,2023-01-29,A
1040400,B,2023-01-27,I
1040401,B,2023-01-26,I
1040402,A,2023-02-01,A
1040403,A,2023-02-02,I
1040404,A,2023-01-26,A
1040405,B,2023-02-06,A
1040406,A,2023-01-25,A
1040407,B,2023-01-27,A
1040408,B,2023-01-30,A
1040409,B,2023-01-25,I
1040410,A,2023-01-27,I
1040411,A,2023-01-25,I
1040412,A,2023-01-25,A
1040413,B,2023-02-01,A
1040414,B,2023-02-04,I
1040415,A,2023-01-29,A
1040416,B,2023-01-29,A
1040417,B,2023-01-25,I
1040418,A,2023-01-26,A
1040419,B,2023-01-26,A
1040420,B,2023-01-25,I
1040421,A,2023-01-26,A
1040422,A,2023-01-26,A
1040423,B,2023-01-26,A
1040424,B,2023-01-31,A
1040425,A,2023-01-26,I
1040426,A,2023-01-26,A
1040427,A,2023-01-27,A
1040428,B,2023-01-30,I
1040429,A,2023-02-01,I
1040430,A,2023-01-25,I
1040431,B,2023-01-25,I
1040432,A,2023-01-29,A
1040433,B,2023-01-28,I
1040434,B,2023-01-28,A
1040435,B,2023-01-29,I
1040436,A,2023-01-26,A
1040437,A,2023-01-25,A
1040438,B,2023-01-27,I
1040439,B,2023-01-28,A
1040440,B,2023-02-03,I
1040441,B,2023-01-25,A
1040442,B,2023-01-28,I
1040443,B,2023-01-25,I
1040444,B,2023-01-27,A
1040446,B,2023-01-30,I
1040447,B,2023-02-03,I
1040448,A,2023-01-26,A
1040449,B,2023-01-25,I
1040450,A,2023-01-29,A
1040451,B,2023-01-29,I
1040452,A,2023-01-25,I
1040453,B,2023-01-27,A
1040454,B,2023-01-26,A
1040456,B,2023-01-25,I
1040457,B,2023-01-25,A
1040458,B,2023-01-25,I
1040459,B,2023-02-02,A
1040460,A,2023-01-31,I
1040461,B,2023-02-02,I
1040462,B,2023-02-02,I
1040463,B,2023-01-26,A
1040464,B,2023-01-28,I
1040465,B,2023-01-26,A
1040466,B,2023-01-25,I
1040467,B,2023-01-25,A
1040468,B,2023-01-25,I
1040469,A,2023-02-03,A
1040470,B,2023-01-25,A
1040471,A,2023-01-29,I
1040472,B,2023-01-28,A
1040473,A,2023-01-27,A
1040474,B,2023-01-26,A
1040475,A,2023-01-28,A
1040476,A,2023-01-25,I
1040477,A,2023-01-30,I
1040478,A,2023-01-26,A
1040479,B,2023-01-25,I
1040480,B,2023-01-26,A
1040481,A,2023-01-25,A
1040482,B,2023-01-26,A
1040483,A,2023-01-30,A
1040484,A,2023-01-29,I
1040485,B,2023-01-25,I
1040486,A,2023-01-27,I
1040487,A,2023-01-27,A
1040489,B,2023-01-29,A
1040490,A,2023-01-25,A
1040491,A,2023-01-26,A
1040492,B,2023-02-01,A
1040493,A,2023-01-26,I
1040494,A,2023-01-26,A
1040495,B,2023-01-25,A
1040496,B,2023-01-26,I
1040497,B,2023-01-27,I
1040498,B,2023-01-27,I
1040499,B,2023-01-25,I
1040500,A,2023-02-03,A
1040501,A,2023-01-26,A
1040502,A,2023-01-27,A
1040503,A,2023-02-04,A
1040504,A,2023-01-25,A
1040505,B,2023-01-31,A
1040506,B,2023-01-30,A
1040507,B,2023-01-25,I
1040508,B,2023-02-01,I
1040509,B,2023-01-26,A
1040510,A,2023-02-03,I
1040511,B,2023-02-05,A
1040512,B,2023-01-31,I
1040513,A,2023-02-05,A
1040514,B,2023-02-06,A
1040515,A,2023-01-27,A
1040516,A,2023-02-06,I
1040517,B,2023-01-26,A
1040518,A,2023-01-25,A
1040519,B,2023-02-04,I
1040520,B,2023-01-29,A
1040521,B,2023-01-26,A
1040522,A,2023-01-31,A
1040523,A,2023-01-26,A
1040524,B,2023-01-25,I
1040525,B,2023-01-31,I
1040526,B,2023-01-28,I
1040527,A,2023-01-31,A
1040528,A,2023-01-25,I
1040529,A,2023-01-25,I
1040530,A,2023-01-26,I
1040531,B,2023-01-29,A
1040532,A,2023-01-25,I
1040533,A,2023-01-25,I
1040534,A,2023-01-25,I
1040535,A,2023-01-27,I
1040536,B,2023-01-25,A
1040537,B,2023-01-26,I
1040538,B,2023-02-01,I
1040539,A,2023-01-25,A
1040540,A,2023-01-28,I
1040541,B,2023-01-26,A
1040542,B,2023-01-25,A
1040543,A,2023-01-25,I
1040544,B,2023-01-26,A
1040545,A,2023-02-04,A
1040546,A,2023-01-27,I
1040547,B,2023-01-27,A
1040548,B,2023-01-28,A
1040549,B,2023-01-29,I
1040550,B,2023-01-26,A
1040551,B,2023-01-25,A
1040552,B,2023-01-29,I
1040553,B,2023-01-28,I
1040554,A,2023-02-01,I
1040555,A,2023-01-25,A
1040557,B,2023-01-31,A
1040558,A,2023-01-25,A
1040559,B,2023-02-04,I
1040560,B,2023-01-26,A
1040561,A,2023-01-26,I
1040562,A,2023-02-01,I
1040563,B,2023-02-04,I
1040564,A,2023-01-25,A
1040565,A,2023-02-01,A
1040566,A,2023-02-01,A
1040567,B,2023-02-05,A
1040568,A,2023-02-01,A
1040569,B,2023-02-01,A
1040570,B,2023-01-27,A
1040571,B,2023-01-25,A
1040572,A,2023-02-04,A
1040573,A,2023-02-03,A
1040574,A,2023-02-03,A
1040575,A,2023-01-28,A
1040576,B,2023-01-29,A
1040577,B,2023-01-25,A
1040578,A,2023-01-28,A
1040579,B,2023-02-04,A
1040580,B,2023-02-05,A
1040581,B,2023-01-27,A
1040582,B,2023-01-27,A
1040583,B,2023-01-26,A
1040584,B,2023-01-27,I
1040585,A,2023-01-30,I
1040586,A,2023-02-01,A
1040588,B,2023-01-27,A
1040589,B,2023-02-01,A
1040590,B,2023-01-27,A
1040591,A,2023-01-28,I
1040592,B,2023-01-27,I
1040593,A,2023-01-29,A
1040594,A,2023-02-05,I
1040595,B,2023-01-26,A
1040596,A,2023-01-26,A
1040597,A,2023-01-26,I
1040598,A,2023-01-30,A
1040599,B,2023-02-06,I
1040600,B,2023-01-26,A
1040601,B,2023-01-27,I
1040602,A,2023-01-27,A
1040603,A,2023-01-28,A
1040604,A,2023-01-28,A
1040605,A,2023-01-25,I
1040606,B,2023-01-29,A
1040607,A,2023-02-02,I
1040608,A,2023-01-25,A
1040609,B,2023-01-26,I
1040610,B,2023-01-28,I
1040611,A,2023-01-25,I
1040612,B,2023-02-06,A
1040613,B,2023-02-01,I
1040614,A,2023-01-26,A
1040615,B,2023-01-25,A
1040616,A,2023-02-01,I
1040617,A,2023-01-26,A
1040618,B,2023-01-25,I
1040619,B,2023-01-26,A
